iter	Accuracy	Logloss
883	0.9068250033	0.280219532
884	0.9068902519	0.2801150608
885	0.9068250033	0.2800563147
886	0.9072164948	0.2798586034
887	0.9072164948	0.2797542603
888	0.9072164948	0.279533224
889	0.907346992	0.2794011662
890	0.9075427378	0.2791401693
891	0.9076079864	0.2790407829
892	0.9078689808	0.2789489468
893	0.9078689808	0.278883836
894	0.9078037322	0.2788309439
895	0.9079342294	0.2787181776
896	0.9081952238	0.2785650121
897	0.9081952238	0.2784726608
898	0.9081299752	0.2783630648
899	0.9079342294	0.278129033
900	0.9080647266	0.278041462
901	0.907999478	0.2779879961
902	0.9083909696	0.2778818079
903	0.9085867154	0.2777598417
904	0.908651964	0.2775712533
905	0.9087824612	0.2774688232
906	0.9087824612	0.2772808727
907	0.908978207	0.2771316317
908	0.90930445	0.276780949
909	0.9091087042	0.2765640995
910	0.90930445	0.2763231806
911	0.9093696986	0.2761606533
912	0.90930445	0.2760817955
913	0.9096959415	0.2759019957
914	0.9101526817	0.275785451
915	0.9102179303	0.275477252
916	0.9104136761	0.2753763363
917	0.9104136761	0.275296362
918	0.9106094219	0.2751593851
919	0.9106094219	0.2751226739
920	0.9106094219	0.2750678457
921	0.9106094219	0.2750083253
922	0.9107399191	0.2748992903
923	0.9106094219	0.2747407949
924	0.9106094219	0.2746178523
925	0.9107399191	0.2745464616
926	0.9108051677	0.2744062076
927	0.9108051677	0.2742968588
928	0.9109356649	0.2742464144
929	0.9110009135	0.2741640339
930	0.9108704163	0.2740890534
931	0.9107399191	0.2740400465
932	0.9109356649	0.2738801046
933	0.9108051677	0.2737282531
934	0.9109356649	0.2736242798
935	0.9109356649	0.2734933319
936	0.9112619079	0.2732731817
937	0.9112619079	0.273087015
938	0.9113924051	0.2729608145
939	0.9114576537	0.2727903009
940	0.9113924051	0.2727682543
941	0.9115229023	0.2725844522
942	0.9116533995	0.2725575299
943	0.9118491452	0.2723317517
944	0.911718648	0.2722961558
945	0.9119796424	0.2721528717
946	0.9121753882	0.2720117499
947	0.9122406368	0.2719313636
948	0.9123058854	0.271720794
949	0.9125016312	0.2715978067
950	0.9125668798	0.2715024667
951	0.912697377	0.2712944481
952	0.9128278742	0.2712055458
953	0.912697377	0.2711403499
954	0.9127626256	0.2710081515
955	0.9129583714	0.2708101538
956	0.91302362	0.270498583
957	0.9131541172	0.2704033564
958	0.9131541172	0.2701545053
959	0.9131541172	0.270051052
960	0.9131541172	0.2698417646
961	0.9134803602	0.2697322377
962	0.9134151116	0.2696321719
963	0.9134803602	0.2694703336
964	0.9134803602	0.2694223047
965	0.9134803602	0.2692964988
966	0.9135456088	0.2691532539
967	0.9136108574	0.2690929394
968	0.9137413546	0.2688920229
969	0.9135456088	0.2687897892
970	0.913676106	0.2685779793
971	0.9139371004	0.2684284515
972	0.9139371004	0.2683249181
973	0.9139371004	0.2682764337
974	0.9138718518	0.2682260866
975	0.9139371004	0.2680891255
976	0.9140675975	0.2678406726
977	0.9140675975	0.2677923308
978	0.9141328461	0.2675700184
979	0.9142633433	0.2675055096
980	0.9142633433	0.267435622
981	0.9143285919	0.2674023826
982	0.9145243377	0.2672645933
983	0.9147853321	0.2671739053
984	0.9147200835	0.2670997609
985	0.9147200835	0.2670702476
986	0.9147200835	0.2669402468
987	0.9147200835	0.2667654947
988	0.9147200835	0.2666537156
989	0.9146548349	0.2664957198
990	0.9147200835	0.2664174625
991	0.9147853321	0.2663020657
992	0.9150463265	0.2661860016
993	0.9151768237	0.266049294
994	0.9152420723	0.2659129818
995	0.9154378181	0.2657401533
996	0.9153073209	0.2656945354
997	0.9153073209	0.2656608592
998	0.9154378181	0.2655609873
999	0.9153725695	0.2654597752
1000	0.9153073209	0.2654202686
1001	0.9155683153	0.2653691612
1002	0.9155683153	0.2653221227
1003	0.9157640611	0.2652563263
1004	0.9158293097	0.2651036633
1005	0.9158293097	0.2648840093
1006	0.9160250555	0.2646465785
1007	0.9156988125	0.2645989673
1008	0.9159598069	0.2645142842
1009	0.9160903041	0.2644094344
1010	0.9159598069	0.2643723142
1011	0.9159598069	0.2643225133
1012	0.9158293097	0.2642276499
1013	0.9158945583	0.2640606157
1014	0.9159598069	0.2639475148
1015	0.9158945583	0.2638736935
1016	0.9158945583	0.2637178811
1017	0.9162208013	0.263565992
1018	0.9162860498	0.2635058001
1019	0.9162208013	0.2634468918
1020	0.9161555527	0.2632972095
1021	0.916416547	0.2630594166
1022	0.9164817956	0.2630126932
1023	0.91674279	0.2629012659
1024	0.91674279	0.2628492673
1025	0.9166775414	0.2627103589
1026	0.9166775414	0.2626216139
1027	0.91674279	0.2624831378
1028	0.9168080386	0.2623998438
1029	0.91674279	0.2622957971
1030	0.91674279	0.26223362
1031	0.9168732872	0.2621581938
1032	0.9171995302	0.2620325635
1033	0.9171342816	0.2619964012
1034	0.9171342816	0.2619207434
1035	0.9169385358	0.2618383527
1036	0.9171995302	0.2617442001
1037	0.9173300274	0.2616642943
1038	0.9171342816	0.2615702466
1039	0.9172647788	0.2614834265
1040	0.917395276	0.2611234516
1041	0.917395276	0.2609811508
1042	0.9173300274	0.2608612345
1043	0.9175910218	0.2606441555
1044	0.9175910218	0.2604986614
1045	0.9174605246	0.2603092828
1046	0.9174605246	0.2602198797
1047	0.9175257732	0.2602123264
1048	0.9176562704	0.2601418185
1049	0.9177867676	0.260001233
1050	0.9178520162	0.2597931035
1051	0.9181130106	0.259713476
1052	0.918047762	0.2596036791
1053	0.918047762	0.259558415
1054	0.9179825134	0.2594141359
1055	0.9181130106	0.2592996486
1056	0.918047762	0.2592103062
1057	0.9183087564	0.2591110196
1058	0.9183087564	0.2590017304
1059	0.918374005	0.2589221428
1060	0.918374005	0.2587985252
1061	0.9185045022	0.2585928594
1062	0.9188307451	0.2584998979
1063	0.9188959937	0.258419135
1064	0.9189612423	0.2583609461
1065	0.9192222367	0.2581482694
1066	0.9192222367	0.2580621443
1067	0.9190917395	0.2580205858
1068	0.9191569881	0.2579509435
1069	0.9192874853	0.2577745026
1070	0.9192874853	0.2577639655
1071	0.9193527339	0.2577041899
1072	0.9193527339	0.257559575
1073	0.9195484797	0.2574531331
1074	0.9194832311	0.2573301815
1075	0.9194832311	0.2572393878
1076	0.9194832311	0.2572069579
1077	0.9194832311	0.2571213823
1078	0.9194179825	0.2570035948
1079	0.9196789769	0.2568361988
1080	0.9198094741	0.2567364525
1081	0.9198094741	0.2566011762
1082	0.9198747227	0.2565503231
1083	0.9199399713	0.2564686025
1084	0.9196789769	0.2563299781
1085	0.9198094741	0.2562974021
1086	0.9199399713	0.256155732
1087	0.9198094741	0.2559319346
1088	0.9196789769	0.2558660345
1089	0.9196789769	0.2558327776
1090	0.9198094741	0.255745215
1091	0.9201357171	0.2555774624
1092	0.9200052199	0.2554061608
1093	0.9199399713	0.2553317619
1094	0.9199399713	0.2552336333
1095	0.9201357171	0.2551808297
1096	0.9201357171	0.2550567859
1097	0.9202009657	0.254972971
1098	0.9203967115	0.2547080487
1099	0.9203967115	0.2546100554
1100	0.9202662143	0.2545687671
1101	0.9203314629	0.2544112747
1102	0.9205924573	0.2543264748
1103	0.9207229545	0.2542877391
1104	0.9208534517	0.2540112937
1105	0.9207882031	0.2538814634
1106	0.9206577059	0.2537055412
1107	0.9206577059	0.2535848067
1108	0.9206577059	0.2535231071
1109	0.9206577059	0.2534976328
1110	0.9208534517	0.2533956434
1111	0.9207229545	0.2533231396
1112	0.9207882031	0.2531323339
1113	0.9208534517	0.2529709029
1114	0.921114446	0.2528371786
1115	0.9212449432	0.2527776386
1116	0.9211796946	0.2527444921
1117	0.9212449432	0.2526509091
1118	0.9211796946	0.2526285644
1119	0.9211796946	0.2525435593
1120	0.9212449432	0.2524010816
1121	0.9210491974	0.2522771952
1122	0.9212449432	0.2521302632
1123	0.921440689	0.2519966035
1124	0.9215059376	0.2519396536
1125	0.9213754404	0.2518992795
1126	0.9216364348	0.251843523
1127	0.9217016834	0.2518189637
1128	0.921766932	0.25161727
1129	0.9218321806	0.2515428778
1130	0.9219626778	0.2515076668
1131	0.9222236722	0.2514216676
1132	0.9221584236	0.2512913485
1133	0.9221584236	0.2512077669
1134	0.9222236722	0.2511035831
1135	0.9222236722	0.25101799
1136	0.9222236722	0.250985586
1137	0.9222236722	0.2509031001
1138	0.9222236722	0.250841024
1139	0.9222236722	0.250689952
1140	0.9222236722	0.2506483363
1141	0.9225499152	0.2505188279
1142	0.9226151638	0.2503745238
1143	0.9232024011	0.2500916236
1144	0.9231371526	0.2500022312
1145	0.9232024011	0.2499710742
1146	0.9233328983	0.2497932973
1147	0.9232024011	0.2496610303
1148	0.9233328983	0.249622152
1149	0.9232676497	0.2495827447
1150	0.9233981469	0.2495213976
1151	0.9233981469	0.2494767932
1152	0.9232676497	0.2493411266
1153	0.9232024011	0.2492108012
1154	0.9232024011	0.2491789047
1155	0.9231371526	0.2490717194
1156	0.923071904	0.2490189285
1157	0.9229414068	0.2489409502
1158	0.9229414068	0.2488905206
1159	0.923071904	0.2488433976
1160	0.923071904	0.2487352606
1161	0.9232024011	0.2485846266
1162	0.9232676497	0.248517504
1163	0.9233328983	0.2483552156
1164	0.9235286441	0.248275716
1165	0.9234633955	0.2482546631
1166	0.9236591413	0.248241231
1167	0.9233328983	0.2481557783
1168	0.9233981469	0.2481095586
1169	0.9233981469	0.2480010235
1170	0.9235938927	0.2478411036
1171	0.9237896385	0.2476960852
1172	0.9238548871	0.2476218652
1173	0.9241158815	0.2475032895
1174	0.9239201357	0.2473579294
1175	0.9242463787	0.2472224762
1176	0.9242463787	0.247076883
1177	0.9243116273	0.2470492991
1178	0.9244421245	0.2470211424
1179	0.9244421245	0.2469905281
1180	0.9244421245	0.2469127401
1181	0.9243768759	0.2468811345
1182	0.9245073731	0.2467707576
1183	0.9243768759	0.2466318943
1184	0.9246378703	0.2465652226
1185	0.9247031189	0.246530226
1186	0.9246378703	0.2464331705
1187	0.9246378703	0.2464086043
1188	0.9246378703	0.2462435597
1189	0.9246378703	0.2461515335
1190	0.9247031189	0.2461251802
1191	0.9249641133	0.2460781002
1192	0.9248336161	0.2460547328
1193	0.9250946105	0.2459046445
1194	0.9250946105	0.2458585478
1195	0.9250293619	0.245813047
1196	0.9248988647	0.2456257525
1197	0.9250293619	0.2454173331
1198	0.9252903563	0.2452807509
1199	0.9252251077	0.2452204182
