iter	Accuracy	Logloss
149	0.8271564661	0.3961923779
150	0.8270259689	0.395992693
151	0.8270259689	0.3957667668
152	0.8270912175	0.3956311396
153	0.8272217147	0.3955370728
154	0.8275479577	0.3953717783
155	0.8276132063	0.3952638029
156	0.8276784549	0.395061678
157	0.8282656923	0.394651544
158	0.8286571839	0.3943801114
159	0.8289834269	0.3941693775
160	0.8288529297	0.3940528969
161	0.8287224325	0.3939631068
162	0.8288529297	0.3937795591
163	0.8289181783	0.3932966786
164	0.8291791726	0.3929547758
165	0.8292444212	0.3929502696
166	0.8295706642	0.3926639443
167	0.8295054156	0.3925814175
168	0.8296359128	0.392394969
169	0.8299621558	0.3920254872
170	0.8301579016	0.3916395952
171	0.830092653	0.3915014601
172	0.8308756362	0.391006172
173	0.8308103876	0.3909875775
174	0.830745139	0.390812004
175	0.830745139	0.390723893
176	0.8313323764	0.3905547334
177	0.8315281221	0.390157678
178	0.8315281221	0.3900742688
179	0.8320501109	0.3897717826
180	0.8325068511	0.3894642291
181	0.8326373483	0.3892936977
182	0.8329635913	0.3891590597
183	0.8334203315	0.3889145718
184	0.8333550829	0.3887505091
185	0.8334203315	0.3886975715
186	0.8334203315	0.3885621765
187	0.8334855801	0.3882181513
188	0.8336160773	0.3880826972
189	0.8336160773	0.3879707762
190	0.8336160773	0.387884053
191	0.8337465744	0.3876813721
192	0.8336160773	0.3874915402
193	0.8349862978	0.3870981138
194	0.8349210492	0.3869917054
195	0.8349862978	0.3866897687
196	0.8353125408	0.3863946399
197	0.8355735352	0.386220138
198	0.835769281	0.3860823121
199	0.835769281	0.3859534621
200	0.8357040324	0.3857725826
201	0.8357040324	0.3857724604
202	0.8358997782	0.3856078987
203	0.8360302753	0.3854917098
204	0.8363565183	0.3851855495
205	0.8367480099	0.3850051758
206	0.8368132585	0.3848916226
207	0.8367480099	0.384765181
208	0.8368785071	0.3845427813
209	0.8369437557	0.3844194477
210	0.8373352473	0.3842081704
211	0.8372699987	0.3841005298
212	0.8373352473	0.3839219388
213	0.8379224847	0.3835276074
214	0.8382487277	0.3831231908
215	0.8386402192	0.3829662718
216	0.839162208	0.3827154075
217	0.839162208	0.3824812998
218	0.8390969594	0.3822281555
219	0.8392274566	0.3819436562
220	0.8397494454	0.3816280017
221	0.8400104398	0.3814865115
222	0.8402061856	0.3812911642
223	0.8402714342	0.3812698557
224	0.8405324286	0.3810804237
225	0.8404019314	0.3805937472
226	0.8409239201	0.3802988485
227	0.8409239201	0.3801111282
228	0.8411196659	0.3799589452
229	0.8417069033	0.3797008629
230	0.8415111575	0.3793998547
231	0.8419678977	0.379087265
232	0.8422288921	0.3788875688
233	0.8419678977	0.3787716152
234	0.8422941407	0.3786306491
235	0.8422288921	0.378560874
236	0.8422288921	0.3783144465
237	0.8421636435	0.3782610562
238	0.8426203837	0.3780448584
239	0.8429466266	0.3776729884
240	0.8432728696	0.3774254568
241	0.843207621	0.3772376338
242	0.8432728696	0.3771587662
243	0.8434033668	0.3770701797
244	0.843533864	0.3768355864
245	0.8433381182	0.3767314966
246	0.843860107	0.3764953189
247	0.8441211014	0.3763008414
248	0.84418635	0.3762740359
249	0.84418635	0.3761039722
250	0.8444473444	0.3759006387
251	0.8449040846	0.3755497598
252	0.8449040846	0.3753064691
253	0.8447735874	0.3752754198
254	0.844838836	0.3749281644
255	0.8447735874	0.3748832372
256	0.845165079	0.374696003
257	0.8454260733	0.3745880475
258	0.8454913219	0.3743401491
259	0.8456218191	0.3741924967
260	0.8454260733	0.3740288583
261	0.8454260733	0.3737492604
262	0.8452955761	0.3736850105
263	0.845165079	0.3735586506
264	0.8454913219	0.3732962426
265	0.8456218191	0.3731412986
266	0.8458175649	0.3729619177
267	0.8453608247	0.3726817427
268	0.8457523163	0.3725456085
269	0.8459480621	0.372345968
270	0.8460785593	0.3722803401
271	0.8465352995	0.3720459786
272	0.8467962939	0.3719378675
273	0.8469920397	0.3717300741
274	0.8468615425	0.3716394743
275	0.8467962939	0.3716216926
276	0.8475140284	0.3714124462
277	0.8477097742	0.3710505479
278	0.8478402714	0.3708295911
279	0.8476445256	0.3705848597
280	0.8478402714	0.3705168664
281	0.8480360172	0.3703908146
282	0.8483622602	0.3701679608
283	0.8482970116	0.3700797331
284	0.8480360172	0.369897173
285	0.8484927574	0.3696618094
286	0.8483622602	0.3695697333
287	0.8483622602	0.3693810495
288	0.8484275088	0.369255639
289	0.8483622602	0.3691388721
290	0.848558006	0.36895147
291	0.849210492	0.3687764371
292	0.849210492	0.3686251403
293	0.8492757406	0.3684639916
294	0.8497324808	0.3682684478
295	0.8493409892	0.3680195244
296	0.8497324808	0.3677068566
297	0.8498629779	0.3674396906
298	0.8499934751	0.3673521202
299	0.8503849667	0.3670691428
300	0.8501239723	0.3669442639
301	0.8507112097	0.3666151247
302	0.8506459611	0.3664834564
303	0.8508417069	0.366345144
304	0.8509069555	0.3662611477
305	0.8510374527	0.3659763314
306	0.8509069555	0.3658568178
307	0.8511027013	0.3656470189
308	0.8514289443	0.3654947128
309	0.8515594415	0.3652453888
310	0.8517551873	0.3651508429
311	0.8520161817	0.3649351602
312	0.8527991648	0.3644491727
313	0.8531254078	0.3642806759
314	0.8533211536	0.3640619352
315	0.8529949106	0.3639047229
316	0.8530601592	0.3638260019
317	0.853255905	0.3635984678
318	0.8536473966	0.3633366452
319	0.8535168994	0.3630333942
320	0.8534516508	0.3627969066
321	0.8535168994	0.362681531
322	0.8533864022	0.3626156852
323	0.8534516508	0.3623694843
324	0.853908391	0.3620991872
325	0.8538431424	0.362047807
326	0.8541693854	0.3619428407
327	0.8543651311	0.3616878461
328	0.8546261255	0.3614300951
329	0.8545608769	0.361248338
330	0.8548218713	0.3608232168
331	0.8553438601	0.3605957777
332	0.8552786115	0.3604514483
333	0.8554091087	0.3602537265
334	0.8554743573	0.3602022825
335	0.8557353517	0.3599851873
336	0.8559310975	0.3597542999
337	0.8560615947	0.3595910436
338	0.8561268433	0.3594777092
339	0.8562573405	0.3592749664
340	0.8565183349	0.3589668614
341	0.8567140806	0.3586468942
342	0.856975075	0.3583764601
343	0.856975075	0.3582263572
344	0.8572360694	0.3580676067
345	0.8576928096	0.3579104175
346	0.8577580582	0.3577440593
347	0.8577580582	0.3574407917
348	0.8580190526	0.3573341001
349	0.8581495498	0.3571485435
350	0.8582147984	0.3569388411
351	0.8586715386	0.3566634906
352	0.8588020358	0.3565322963
353	0.8588020358	0.3563442845
354	0.8586715386	0.3561274519
355	0.8586715386	0.3559204764
356	0.8587367872	0.3558093759
357	0.858932533	0.3555018621
358	0.8593240245	0.3553380021
359	0.8595197703	0.355170066
360	0.8597807647	0.3548772734
361	0.8597155161	0.354754424
362	0.8599112619	0.3546051978
363	0.8595850189	0.3544752711
364	0.8596502675	0.3543215586
365	0.8599765105	0.3541876815
366	0.8601070077	0.3540275247
367	0.8602375049	0.3537399607
368	0.8603027535	0.3536044459
369	0.8604332507	0.3535236557
370	0.8604332507	0.3534650188
371	0.8604332507	0.3533544373
372	0.8606289965	0.3532449617
373	0.8606289965	0.3530559617
374	0.8605637479	0.3529323367
375	0.8607594937	0.3528079223
376	0.8608899909	0.3527042321
377	0.8609552395	0.3525919374
378	0.8608247423	0.3521960384
379	0.8612162339	0.3520445335
380	0.8612162339	0.3519162701
381	0.8612814824	0.3517492539
382	0.8611509853	0.3515014353
383	0.8614119796	0.3513755594
384	0.8615424768	0.3512531534
385	0.861346731	0.3512236784
386	0.8619339684	0.3510514653
387	0.8619339684	0.3507575347
388	0.8618034712	0.3506954398
389	0.861999217	0.3505216576
390	0.861999217	0.3503447325
391	0.8618034712	0.3501623435
392	0.8619339684	0.3500829423
393	0.8621297142	0.3499272101
394	0.8622602114	0.3496260207
395	0.8627169516	0.3493862346
396	0.862651703	0.3491522661
397	0.8625864544	0.3489989919
398	0.8625212058	0.3488986802
399	0.862977946	0.3488042662
400	0.862977946	0.3487362615
401	0.8627169516	0.3484456165
402	0.8628474488	0.3482359938
403	0.8628474488	0.3481941594
404	0.8632389404	0.3480779745
405	0.8634999348	0.3479292709
406	0.8636304319	0.3477827292
407	0.8636304319	0.3476739802
408	0.8636304319	0.347597632
409	0.8638261777	0.3474410025
410	0.8636956805	0.3472410295
411	0.8641524207	0.3471702625
412	0.8639566749	0.3468940736
413	0.8637609291	0.3467727194
414	0.8638914263	0.3465374841
415	0.8639566749	0.3464086242
416	0.8639566749	0.3462822027
417	0.8639566749	0.3460020943
418	0.8641524207	0.3457154822
419	0.8642176693	0.3456598412
420	0.8643481665	0.3454286234
421	0.8647396581	0.3452402382
422	0.8647396581	0.3451133774
423	0.8646091609	0.3449670068
424	0.8646744095	0.3448927262
425	0.8651963983	0.3447085795
426	0.8655878899	0.3445971979
427	0.8659793814	0.344545964
428	0.8657183871	0.3444945616
429	0.8656531385	0.3443813297
430	0.8657183871	0.3443149163
431	0.8657183871	0.3441586105
432	0.86604463	0.3439418223
433	0.8659141328	0.3437657622
434	0.8662403758	0.3436085181
435	0.8663056244	0.3434259572
436	0.866370873	0.3433574323
437	0.8665013702	0.3432891005
438	0.8668276132	0.3431564446
439	0.8668928618	0.3429904689
440	0.8672843534	0.3428393008
441	0.8675453478	0.3427419787
442	0.8674148506	0.3426730182
443	0.8675453478	0.3425491594
444	0.867675845	0.3424305356
445	0.8679368394	0.3421352958
446	0.8681325851	0.3419176862
447	0.8681978337	0.3417644787
448	0.8681325851	0.3415262196
449	0.8681978337	0.3414546743
450	0.8681978337	0.3411801256
451	0.8680673366	0.3410876931
452	0.8684588281	0.3409386828
453	0.8690460655	0.3407585353
454	0.8689155683	0.3406785617
455	0.8688503197	0.3404967313
456	0.8688503197	0.3402687621
457	0.8688503197	0.3402182484
458	0.8691765627	0.3398562155
459	0.8691113141	0.3395485854
460	0.8693723085	0.3394544595
461	0.8693070599	0.3393089859
462	0.8695028057	0.339172923
463	0.8695028057	0.3389794292
464	0.8695680543	0.3388536043
465	0.8696985515	0.3385727063
466	0.8697638001	0.3385317911
467	0.8700247945	0.3383648795
468	0.8700247945	0.3382074152
469	0.8699595459	0.3380751492
470	0.8700247945	0.3379575137
471	0.8697638001	0.3376487226
472	0.8698290487	0.3375879287
473	0.8699595459	0.3373511626
474	0.8702205403	0.337251595
475	0.8702205403	0.3371890378
476	0.8703510375	0.3370579961
477	0.8706772804	0.3368214198
478	0.8708077776	0.3366355122
479	0.8708730262	0.3364412501
480	0.8709382748	0.3363007381
481	0.871068772	0.3361837253
482	0.8711340206	0.3360606722
483	0.8711992692	0.3360264354
484	0.871068772	0.3359267808
485	0.8713297664	0.3356921795
486	0.8713297664	0.3356463029
487	0.8713297664	0.3355538678
488	0.8714602636	0.3354810224
489	0.8714602636	0.3354611829
490	0.8718517552	0.3352012956
491	0.872047501	0.3349369222
492	0.8721779982	0.3347235158
493	0.8722432468	0.3345963565
494	0.8722432468	0.3344253813
495	0.8725042412	0.3342765904
496	0.8725694898	0.3340770908
497	0.8727652355	0.3338258903
498	0.8727652355	0.3337611018
499	0.8727652355	0.333677581
500	0.872699987	0.3334837706
501	0.8727652355	0.3332595617
502	0.8726347384	0.3332298984
503	0.8728957327	0.3330998125
504	0.8727652355	0.3329751712
505	0.8727652355	0.3329148307
506	0.8729609813	0.3326901435
507	0.8730262299	0.3325228558
508	0.8740702075	0.3321507748
509	0.8740702075	0.3318888931
510	0.8743312019	0.3317668142
511	0.8745921963	0.331576458
512	0.8748531907	0.3314887897
513	0.8750489364	0.3314166758
514	0.8753099308	0.3310619435
515	0.8753099308	0.3308401908
516	0.8747226935	0.3307658243
517	0.8750489364	0.3305751085
518	0.8751794336	0.3304214607
519	0.8753099308	0.3302456508
520	0.8753751794	0.3301843676
521	0.8752446822	0.3299056313
522	0.875440428	0.329740784
523	0.8755056766	0.3295250058
524	0.8755056766	0.3293961738
525	0.8755056766	0.3292464216
526	0.8756361738	0.3291395332
527	0.8758971682	0.3289421523
528	0.8760276654	0.3288688458
529	0.8761581626	0.3287423626
530	0.8762234112	0.3286417557
531	0.8761581626	0.3285614527
532	0.8763539084	0.3284396435
533	0.8763539084	0.3281668845
534	0.8762234112	0.3279983879
535	0.8762234112	0.3278501035
536	0.8763539084	0.3277566526
537	0.8763539084	0.327575602
538	0.8763539084	0.3275164665
539	0.8763539084	0.3274534381
540	0.8765496542	0.327415031
541	0.8765496542	0.3273203169
542	0.8768106486	0.3272498977
543	0.8768106486	0.3271979477
544	0.8766149028	0.3269068327
545	0.8764844056	0.3267932256
546	0.8770063944	0.326629653
547	0.8772021402	0.3264270004
548	0.8775283831	0.3262554429
549	0.8774631345	0.3261611232
550	0.8774631345	0.3261060302
551	0.8773978859	0.3259248742
552	0.8772673888	0.3258409651
553	0.8774631345	0.325663075
554	0.8773326373	0.3255200576
555	0.8774631345	0.3254568621
556	0.8776588803	0.3253368219
557	0.8776588803	0.3252442856
558	0.8777241289	0.3250873065
559	0.8778546261	0.3250001606
560	0.8778546261	0.3248684547
561	0.8779851233	0.324757048
562	0.8781156205	0.3246735567
563	0.8779851233	0.3245889919
564	0.8783113663	0.3244310304
565	0.8785723607	0.3243136811
566	0.8785071121	0.3241597233
567	0.8787681065	0.3239851398
568	0.8793553439	0.3236960648
569	0.8793553439	0.3235877426
570	0.879812084	0.3234664492
571	0.8796815868	0.3232516812
572	0.879812084	0.3231799231
573	0.879812084	0.3231304641
574	0.8796815868	0.3230743217
575	0.8795510897	0.3228927517
576	0.8795510897	0.3227730202
577	0.8794858411	0.3226300427
578	0.8795510897	0.3225643974
579	0.8800730784	0.3223796891
580	0.8800730784	0.3223166953
581	0.8803340728	0.3222007365
582	0.8803993214	0.3220708637
583	0.8805950672	0.321891731
584	0.8805950672	0.3218581916
585	0.8805950672	0.3216629234
586	0.8809865588	0.3215128241
587	0.8810518074	0.3213828982
588	0.8811823046	0.3212867704
589	0.8809865588	0.3212024631
590	0.8811823046	0.3210261865
591	0.8811823046	0.3209417053
592	0.8812475532	0.3208757923
593	0.8813128018	0.3207886445
594	0.881769542	0.3205550824
595	0.8819652877	0.3203872364
596	0.8819000391	0.3202651547
597	0.8820957849	0.3200388786
598	0.8821610335	0.3198979045
599	0.8824872765	0.3198212533
600	0.8824872765	0.3197573729
601	0.8825525251	0.3196248139
602	0.8823567793	0.3195949756
603	0.8826177737	0.3194336554
604	0.8830745139	0.3192605767
605	0.8833355083	0.3190965067
606	0.8835312541	0.318894635
607	0.8838574971	0.3187848355
608	0.8838574971	0.3187003866
609	0.8837269999	0.3184094412
610	0.8834007569	0.318256821
611	0.8837922485	0.318069872
612	0.8843142372	0.3178720814
613	0.88418374	0.3176467095
614	0.8844447344	0.3175914095
615	0.8843794858	0.3174529993
616	0.8843794858	0.3173883763
617	0.8843794858	0.3173447253
618	0.8849014746	0.3171868641
619	0.8849014746	0.3170217766
620	0.8850319718	0.3168795056
621	0.8850972204	0.3167761974
622	0.8850972204	0.3165764076
623	0.885162469	0.316520617
624	0.8852929662	0.3162728784
625	0.8853582148	0.3162121119
626	0.8853582148	0.3161201303
627	0.8852929662	0.3160559459
628	0.8853582148	0.3159710023
629	0.8855539606	0.3157644482
630	0.8855539606	0.3156101584
631	0.8860107008	0.3154271718
632	0.8857497064	0.315140801
633	0.8860107008	0.314990212
634	0.886141198	0.3148268955
635	0.8863369438	0.3146041261
636	0.886467441	0.3144488008
637	0.8865326895	0.3142805495
638	0.8867284353	0.3141242194
639	0.8869894297	0.3139820362
640	0.8871199269	0.3139400053
641	0.8871199269	0.3138845117
642	0.8871199269	0.313687687
643	0.8872504241	0.3134953299
644	0.8873809213	0.3133171413
645	0.8872504241	0.3131405673
646	0.8873156727	0.3130671075
647	0.8875114185	0.3129740497
648	0.8873809213	0.3128290857
649	0.8875766671	0.3125519469
650	0.8875766671	0.3124545482
651	0.8878376615	0.312297926
652	0.8880986559	0.3121788008
653	0.8882291531	0.3119672072
654	0.8880986559	0.3118799147
655	0.8879029101	0.3117697735
656	0.8880334073	0.311605524
657	0.8879681587	0.3115291221
658	0.8877724129	0.3114932351
659	0.8877724129	0.3114482516
660	0.8879681587	0.3112667077
661	0.8880334073	0.3111077843
662	0.8884248989	0.310997783
663	0.8882944017	0.3107799194
664	0.8884248989	0.3106869
665	0.8885553961	0.3105736718
666	0.8886858933	0.3103414433
667	0.8889468876	0.3101178816
668	0.8889468876	0.3100739939
669	0.8889468876	0.3099249831
670	0.8887511419	0.309893541
671	0.8891426334	0.3097837189
672	0.8890121362	0.3096935349
673	0.8894036278	0.3095394559
674	0.889534125	0.3094639425
675	0.8897951194	0.3093096422
676	0.8900561138	0.3090639984
677	0.8900561138	0.3089265835
678	0.8900561138	0.308873174
679	0.8900561138	0.308824228
680	0.8899256166	0.308588267
681	0.8900561138	0.3085289776
682	0.8905781026	0.3082719727
683	0.8907738484	0.3079680796
684	0.8907738484	0.3078802664
685	0.8907738484	0.30749441
686	0.8909695942	0.3073288777
687	0.8912958371	0.3071249628
688	0.8912958371	0.3069622285
689	0.8913610857	0.3068300059
690	0.8912305885	0.3066392509
691	0.8911653399	0.3064352438
692	0.8912958371	0.3062190605
693	0.8912305885	0.3060954101
694	0.8912305885	0.305852779
695	0.8911653399	0.3057128923
696	0.8914915829	0.3054938007
697	0.8916873287	0.3054657728
698	0.8920135717	0.3050738521
699	0.8918830745	0.3049009896
700	0.8925355605	0.3046363076
701	0.8927313063	0.3045551793
702	0.8926660577	0.3044384051
703	0.8928618035	0.3040777909
704	0.8926660577	0.3040310789
705	0.8925355605	0.3039079455
706	0.8929270521	0.3036142416
707	0.8931227979	0.3034504068
708	0.8933185437	0.3033350079
709	0.8933837922	0.3032654978
710	0.8932532951	0.3031261248
711	0.8937752838	0.3028534187
712	0.8937100352	0.3026706974
713	0.8936447866	0.3025926394
714	0.8937100352	0.3025186865
715	0.893579538	0.3024835058
716	0.8938405324	0.3022605788
717	0.8937100352	0.3021869117
718	0.8938405324	0.3020407399
719	0.8939710296	0.3019720743
720	0.893905781	0.3016796019
721	0.8937752838	0.3015661705
722	0.8939710296	0.301443034
723	0.893905781	0.3014161305
724	0.8938405324	0.3012718981
725	0.8937100352	0.301207356
726	0.8937752838	0.301083577
727	0.8937752838	0.3010435085
728	0.8937752838	0.3009708968
729	0.8940362782	0.3008412418
730	0.8941667754	0.3007951621
731	0.8941015268	0.3007027104
732	0.8941015268	0.3006662138
733	0.894232024	0.3003796035
734	0.8944930184	0.3001447675
735	0.89488451	0.2997940702
736	0.8947540128	0.2995891745
737	0.8946235156	0.2994156005
738	0.8946235156	0.2993147617
739	0.8946235156	0.2991138124
740	0.8946887642	0.2990759476
741	0.8946887642	0.2989968975
742	0.8950150072	0.2988002028
743	0.895210753	0.2985665239
744	0.895210753	0.2984783922
745	0.8950802558	0.2983082464
746	0.895210753	0.2981692117
747	0.8954717474	0.2979838654
748	0.8954064988	0.297914743
749	0.8958632389	0.2976849586
750	0.8957979903	0.2975783587
751	0.8957979903	0.2973580783
752	0.8959937361	0.2972307422
753	0.8961242333	0.2969814939
754	0.8962547305	0.2968958516
755	0.8964504763	0.296687719
756	0.8967114707	0.2965845736
757	0.8969724651	0.2965141634
758	0.8969072165	0.2963276434
759	0.8969724651	0.2961629636
760	0.8972334595	0.2960958653
761	0.8971682109	0.2959397541
762	0.8972334595	0.2957582958
763	0.8973639567	0.2955763493
764	0.8973639567	0.2954964054
765	0.8976901997	0.2952614331
766	0.8974292053	0.2952294568
767	0.8977554483	0.2951444294
768	0.8980816912	0.2950536567
769	0.8984079342	0.2949834493
770	0.898277437	0.2948137239
771	0.8985384314	0.2946698151
772	0.8985384314	0.2945268705
773	0.8984731828	0.2944646222
774	0.8984731828	0.2943850326
775	0.8988646744	0.294243697
776	0.8990604202	0.2939705719
777	0.8990604202	0.2938144353
778	0.8991256688	0.2937082866
779	0.8991909174	0.2936284237
780	0.8993866632	0.2934400232
781	0.899256166	0.2932727338
782	0.8991909174	0.2931492195
783	0.8991256688	0.2931025733
784	0.8991909174	0.2930696016
785	0.8994519118	0.2928722468
786	0.899582409	0.2927918378
787	0.8997129062	0.2927008238
788	0.8997129062	0.2926100644
789	0.8999739006	0.2924948391
790	0.8998434034	0.2923980263
791	0.8997781548	0.2921809276
792	0.899908652	0.2921160684
793	0.899908652	0.2920252353
794	0.8999739006	0.2918561993
795	0.8999739006	0.2918191671
796	0.9003001435	0.2917307537
797	0.9001043978	0.2915865086
798	0.9002348949	0.2914794176
799	0.9002348949	0.2913348341
800	0.9004306407	0.29115278
801	0.9004306407	0.2910058933
802	0.9005611379	0.2908926299
803	0.9006916351	0.2907377584
804	0.9006916351	0.2905856431
805	0.9007568837	0.2905162597
806	0.9006916351	0.2903368988
807	0.9008873809	0.2902399298
808	0.9012136239	0.2900748139
809	0.9012136239	0.2899655073
810	0.9010178781	0.2898680495
811	0.9013441211	0.2897841837
812	0.9011483753	0.2895073646
813	0.9012136239	0.2894452804
814	0.9012136239	0.2893659573
815	0.9012788725	0.2892958956
816	0.9016703641	0.2891955923
817	0.9014093697	0.2889699571
818	0.9014093697	0.2888329419
819	0.9014746183	0.2887439662
820	0.9014093697	0.2884925503
821	0.9014746183	0.2884191887
822	0.9018008613	0.2880374671
823	0.9019313585	0.287856354
824	0.9020618557	0.2878073083
825	0.9022576015	0.2877105131
826	0.9023228501	0.2876259197
827	0.9024533473	0.2875340309
828	0.9024533473	0.2874801384
829	0.9025838444	0.287236049
830	0.9027143416	0.2871125383
831	0.9028448388	0.2869866565
832	0.9029100874	0.286884753
833	0.902975336	0.2867189299
834	0.9031710818	0.2866211283
835	0.903301579	0.2865342596
836	0.9033668276	0.2864169821
837	0.9033668276	0.2863282041
838	0.903301579	0.2862480757
839	0.9034973248	0.2860958615
840	0.9035625734	0.2860474087
841	0.9034320762	0.285923948
842	0.903627822	0.2857736607
843	0.9038235678	0.2854732809
844	0.903954065	0.285327671
845	0.9040193136	0.2851728987
846	0.9040845622	0.2849324957
847	0.9042150594	0.2847856475
848	0.9043455566	0.2846877522
849	0.9044108052	0.2845643858
850	0.9043455566	0.2845260523
851	0.9044760538	0.2843444286
852	0.9043455566	0.2843216741
853	0.9047370482	0.2841892101
854	0.9047370482	0.284131231
855	0.9049327939	0.2839515488
856	0.9050632911	0.2836890697
857	0.9051285397	0.2834989295
858	0.9051937883	0.2833632773
859	0.9051937883	0.2833115936
860	0.9051937883	0.2832766661
861	0.9051937883	0.2830907076
862	0.9051937883	0.2830196508
863	0.9051937883	0.2829848772
864	0.9054547827	0.2829065156
865	0.9053895341	0.2828073934
866	0.9056505285	0.2825564034
867	0.9056505285	0.2825270065
868	0.9055852799	0.2825031067
869	0.9056505285	0.2824275315
870	0.9058462743	0.2823304858
871	0.9059115229	0.2821436995
872	0.9056505285	0.281879913
873	0.9057157771	0.2816630378
874	0.9057810257	0.2815036877
875	0.9061072687	0.281366499
876	0.9062377659	0.2812614844
877	0.9062377659	0.2811681506
878	0.9063030145	0.2809735265
879	0.9064987603	0.2807669902
880	0.9064987603	0.2807236579
881	0.9064987603	0.2806531992
882	0.9066292575	0.280431611
